status,title,artists,album,audio_path,audio_url,file_path
"Not uploaded","Symmetry","Ed Sheeran","Play (Deluxe)","","",""
"Not uploaded","Sympathy For The Devil","Guns N' Roses","Greatest Hits","","",""
"Not uploaded","TAALI","Jamesy","TAALI","","",""
"Not uploaded","TALKING","¥$, Kanye West, Ty Dolla $ign","VULTURES 1","","",""
"Not uploaded","TALKING","¥$, Kanye West, Ty Dolla $ign, North West","TALKING","","",""
"Not uploaded","TEACHER","Jamesy, Rigden Nadik","SELFMADE","","",""
"Not uploaded","THANKFUL (feat. Lil Wayne & Jeremih)","DJ Khaled, Lil Wayne, Jeremih","THANKFUL (feat. Lil Wayne & Jeremih)","","",""
"Not uploaded","THARI THARI","Jamesy","RISKTAPE","","",""
"Not uploaded","THARI THARI","Jamesy","THARI THARI","","",""
"Not uploaded","THE DINER","Billie Eilish","HIT ME HARD AND SOFT","","",""
"Not uploaded","THE GREATEST","Billie Eilish","HIT ME HARD AND SOFT","","",""
"Not uploaded","THIRD WORLD","Jamesy","THIRD WORLD","","",""
"Not uploaded","THIS IS MY YEAR (feat. A Boogie Wit Da Hoodie, Big Sean, Rick Ross & Puff Daddy)","DJ Khaled, Big Sean, Rick Ross, A Boogie Wit da Hoodie, Diddy","THIS IS MY YEAR (feat. A Boogie Wit Da Hoodie, Big Sean, Rick Ross & Puff Daddy)","","",""
"Not uploaded","THULDAI","Jamesy","THULDAI","","",""
"Not uploaded","TIME MOVING SLOW","¥$, Kanye West, Ty Dolla $ign","VULTURES 2","","",""
"Not uploaded","TIMI BINA","Jamesy","SELFMADE","","",""
"Not uploaded","TIMI NAI","Jamesy, Lil Lakhey","SELFMADE","","",""
"Not uploaded","TOO EASY","DONDA, Kanye West, Ye","DONDA 2","","",""
"Not uploaded","TOP SHOTTA","Jamesy, Iamgolay","TOP SHOTTA","","",""
"Not uploaded","TRUE LOVE","DONDA, Kanye West, Ye","DONDA 2","","",""
"Not uploaded","Ta Cansado de Ouvir Isso","Dj Thales Jql, Dj Adrien Martins","Ta Cansado de Ouvir Isso","","",""
"Not uploaded","Ta Chegando Final do Ano","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Taadhaa","Bartika Eam Rai","Aandhii, Ityaadi","","",""
"Not uploaded","Tabahi","Sushant KC, Yashaswi Khadka, Asmick Khawash","Tabahi","","",""
"Not uploaded","Take It Back","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Take It Back","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Take It Back","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Take Me Back to London (feat. Stormzy)","Ed Sheeran, Stormzy","No.6 Collaborations Project","","",""
"Not uploaded","Take My Breath - Live","The Weeknd","Live At SoFi Stadium","","",""
"Not uploaded","Tangelo","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","Tara Chadee Gayau","AXIX","Black and White","","",""
"Not uploaded","Taral","Bartika Eam Rai","Taral","","",""
"Not uploaded","Taste The Pain","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","Taste The Pain - Remastered 2003","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Tear","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","Tear","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","Tearjerker","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","Tearjerker","Red Hot Chili Peppers","One Hot Minute","","",""
"Not uploaded","Tearjerker","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Teenpatey","Sujan Chapagain, ArtMandu","Teenpatey","","",""
"Not uploaded","Teenpatey - Dekhera Timi Lai","ArtMandu, Sujan Chapagain, Bidhya Tiwari","Teenpatey","","",""
"Not uploaded","Teenpatey - Radio Edit","Sujan Chapagain, ArtMandu, Bidhya Tiwari","Teenpatey","","",""
"Not uploaded","Tell Me Baby","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Tell Me Baby","Red Hot Chili Peppers","Tell Me Baby","","",""
"Not uploaded","Tell The Vision","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","Tell The Vision","Kanye West","Donda","","",""
"Not uploaded","Tendencia","Were, Dj Khala","Tendencia","","",""
"Not uploaded","Tenerife Sea","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Tenerife Sea","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Tenerife Sea","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Tenerife Sea","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Tenerife Sea","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Tenerife Sea","Ed Sheeran","kiss me under the light of a thousand stars","","",""
"Not uploaded","Tenerife Sea - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Territorial Pissings","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Territorial Pissings","Nirvana","Nevermind (Remastered)","","",""
"Not uploaded","Territorial Pissings","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Territorial Pissings - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Territorial Pissings - Boombox Rehearsals","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Territorial Pissings - Boombox Rehearsals","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Territorial Pissings - Devonshire Mix","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Territorial Pissings - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Territorial Pissings - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Territorial Pissings - Live In Del Mar, California/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Territorial Pissings - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Territorial Pissings - Remastered 2021","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Thaha Chaina","The Edge Band","Vibes","","",""
"Not uploaded","Thaha Chaina","The Edge Band","Mero Prayas","","",""
"Not uploaded","Thamana Haat","Samir Shrestha","Thamana Haat","","",""
"Not uploaded","Thamana Haat","Samir Shrestha, Foeseal, Garage Music","Thamana Haat","","",""
"Not uploaded","Thank You (feat. Big Sean)","DJ Khaled, Big Sean","Father Of Asahd","","",""
"Uploaded","That's My Bitch","JAŸ-Z, Kanye West","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/That's My Bitch.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/That's%20My%20Bitch.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\That's My Bitch.mp3"
"Not uploaded","That’s On Me","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","That’s On Me","Ed Sheeran","Autumn Variations","","",""
"Not uploaded","That’s On Me - Live from Narine’s Living Room","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","The A Team","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","The A Team","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","The A Team","Ed Sheeran","+","","",""
"Not uploaded","The A Team - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","The A Team - Live at the Bedford","Ed Sheeran","5","","",""
"Not uploaded","The A Team - Live at the Bedford","Ed Sheeran","Live at the Bedford","","",""
"Not uploaded","The Adventures of Rain Dance Maggie","Red Hot Chili Peppers","I'm with You","","",""
"Not uploaded","The Brother's Cup","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","The Brothers Cup - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","The City","Ed Sheeran","5","","",""
"Not uploaded","The City","Ed Sheeran","+","","",""
"Not uploaded","The City - Live at Sticky Studios; Loose Change EP","Ed Sheeran","5","","",""
"Not uploaded","The City - Live at Sticky Studios; Loose Change EP","Ed Sheeran","Loose Change","","",""
"Not uploaded","The City - Live at the Bedford","Ed Sheeran","5","","",""
"Not uploaded","The City - Live at the Bedford","Ed Sheeran","Live at the Bedford","","",""
"Not uploaded","The Day I Was Born","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","The Day I Was Born","Ed Sheeran","Autumn Variations","","",""
"Not uploaded","The Day I Was Born - Live from Danielle’s Living Room","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","The Drummer","Red Hot Chili Peppers","Return of the Dream Canteen","","",""
"Not uploaded","The Fate of Ophelia","Taylor Swift","The Life of a Showgirl","","",""
"Not uploaded","The Fate of Ophelia","Taylor Swift","The Life of a Showgirl (Track by Track Version)","","",""
"Not uploaded","The Fate of Ophelia","Taylor Swift","The Life of a Showgirl + Acoustic Collection","","",""
"Not uploaded","The Fate of Ophelia - Track by Track","Taylor Swift","The Life of a Showgirl (Track by Track Version)","","",""
"Not uploaded","The Garden","Guns N' Roses","Use Your Illusion I","","",""
"Not uploaded","The Garden - 2022 Remaster","Guns N' Roses","Use Your Illusion I (Deluxe Edition)","","",""
"Not uploaded","The Garden - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","The General","Guns N' Roses","The General","","",""
"Not uploaded","The Getaway","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","The Getaway","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","The Glory","Kanye West","Graduation","","",""
"Not uploaded","The Great Apes","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","The Greeting Song","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","The Greeting Song","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","The Heavy Wing","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","The Hills - Live","The Weeknd","Live At SoFi Stadium","","",""
"Not uploaded","The Hills of Aberfeldy","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","The Hills of Aberfeldy","Ed Sheeran","songs I wrote that almost didn't make it","","",""
"Not uploaded","The Horbbit Mara Beat","Dj khalipha","The Horbbit Mara Beat","","",""
"Not uploaded","The Hunter","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","The Joker And The Queen","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","The Joker And The Queen","Ed Sheeran","=","","",""
"Not uploaded","The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift","= (Tour Edition)","","",""
"Uploaded","The Joy","JAŸ-Z, Kanye West, Curtis Mayfield","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/The Joy.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/The%20Joy.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\The Joy.mp3"
"Not uploaded","The Life of a Showgirl Intro","Taylor Swift","The Life of a Showgirl (Track by Track Version)","","",""
"Not uploaded","The Longest Wave","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","The Man","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","The Man","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","The Man","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","The Man Who Sold The World - Live","Nirvana","MTV Unplugged In New York (25th Anniversary)","","",""
"Not uploaded","The Man Who Sold The World - Live","Nirvana","MTV Unplugged In New York","","",""
"Not uploaded","The Man Who Sold The World - Live","Nirvana","Nirvana","","",""
"Not uploaded","The Man Who Sold The World - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","The Man Who Sold The World - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","The Man Who Sold The World - Rehearsal","Nirvana","MTV Unplugged In New York (25th Anniversary)","","",""
"Not uploaded","The Money Will Roll Right In - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","The Movement Skit","DJ Khaled","We The Best","","",""
"Not uploaded","The New Workout Plan","Kanye West","The College Dropout","","",""
"Not uploaded","The Night Mara Beat","Dj khalipha","The Night Mara Beat","","",""
"Not uploaded","The Originators","DJ Khaled","We The Best","","",""
"Not uploaded","The Plague - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","The Power of Equality","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","The Power of Equality","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","The Righteous & the Wicked","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","The Righteous & the Wicked","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","The Shape I'm Takin'","Red Hot Chili Peppers","The Shape I'm Takin'","","",""
"Uploaded","The Story of O.J","JAŸ-Z","4:44","public/songs/JAŸ-Z/4_44/The Story of O.J.mp3","/songs/JA%C5%B8-Z/4_44/The%20Story%20of%20O.J.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\4_44\The Story of O.J.mp3"
"Not uploaded","The Sunset Sleeps","Red Hot Chili Peppers","The Sunset Sleeps / Hometown Gypsy","","",""
"Not uploaded","The Tortured Poets Department","Taylor Swift","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","","",""
"Not uploaded","The Vow","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","The Vow","Ed Sheeran","Play","","",""
"Not uploaded","The Woolen Sweater - Oon ko Sweater","Sujan Chapagain, ArtMandu","The Woolen Sweater (Oon ko Sweater)","","",""
"Not uploaded","The Zephyr Song","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","The Zephyr Song","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","There Was A Time","Guns N' Roses","Chinese Democracy","","",""
"Not uploaded","These Are the Ways","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","They Hung Him On A Cross - Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","They're Red Hot","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","They're Red Hot","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Thik","Sushant KC, Bluesss","Thik","","",""
"Not uploaded","Think About You","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Think About You","Guns N' Roses","Appetite For Destruction","","",""
"Not uploaded","Think About You - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Thinking Out Loud","Ed Sheeran","kiss me under the light of a thousand stars","","",""
"Not uploaded","Thinking Out Loud","Ed Sheeran","songs I wrote that almost didn't make it","","",""
"Not uploaded","Thinking out Loud","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Thinking out Loud","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Thinking out Loud","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Thinking out Loud","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Thinking out Loud","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Thinking out Loud","","Down on My Knees","","",""
"Not uploaded","Thinking out Loud (Smooth piano cover version)","The Ed Sheeran piano cover smooth boys band","Thinking out Loud (Smooth piano cover version)","","",""
"Not uploaded","Thinking out Loud - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Thirty Dirty Birds - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","This","Ed Sheeran","+","","",""
"Not uploaded","This I Love","Guns N' Roses","Chinese Democracy","","",""
"Not uploaded","This Is 555","Chirag Khadka","Cosmic Soul","","",""
"Not uploaded","This Is the Kitt","Red Hot Chili Peppers","This Is the Kitt / Brave from Afar","","",""
"Not uploaded","This Is the Place","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","This Is the Place","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","This Is the Place","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","This Ticonderoga","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","This Velvet Glove","Red Hot Chili Peppers","Californication (Deluxe Edition)","","",""
"Not uploaded","This Velvet Glove","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","This Velvet Glove","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Through The Wire","Kanye West","The College Dropout","","",""
"Not uploaded","Through The Wire - Live At Abbey Road Studios","Kanye West","Late Orchestration","","",""
"Not uploaded","Throw Away Your Television","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","Throw Away Your Television","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","Tick Tick","DJ Bishow, Feylon Grey","Tick Tick","","",""
"Not uploaded","Tides","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Tides","Ed Sheeran","=","","",""
"Not uploaded","Tides - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Timi Bhane","Albatross","Jo Jas Sanga Sambandhit Chha","","",""
"Not uploaded","Timi Bhane - Acoustic","Albatross","Barahsinghe Acoustic Sessions","","",""
"Not uploaded","Timi Bhayera","Akash Khadka, Samir Shrestha","Timi Bhayera","","",""
"Not uploaded","Timi Bhayera","Akash Khadka, Samir Shrestha","Timi Bhayera","","",""
"Not uploaded","Timi Nabhai Nahuney (Raw Demo)","Samir Shrestha","Timi Nabhai Nahuney (Raw Demo)","","",""
